,cell_type
122115,CD8A+ Exhausted
122116,CD8A+ Exhausted
122117,CD4+ Treg
122118,CD4+ Treg
122119,TAM HLAhi
122120,TAM HLAhi
122121,cDC2
122122,CD8A+ Exhausted IEG
122123,CD8A+ Exhausted
122124,CD8A+ Exhausted
122125,CD8A+ Exhausted
122126,CD14+/CD16+ Monocyte
122127,CD8A+ Exhausted
122128,CD8A+ Exhausted
122129,CD8A+ Exhausted
122130,CD8A+ Exhausted
122131,TAM HLAint
122132,TAM HLAint
122133,TAM HLAint
122134,TAM/TCR (Ambiguos)
122135,CD8A+ Exhausted
122136,CD4+ Treg
122137,CD8A+ Exhausted
122138,CD8A+ Exhausted
122139,CD8A+ Exhausted
122140,CD4+ Treg
122141,TAM HLAhi
122142,CD8A+ Exhausted
122143,CD8A+ Exhausted
122144,TAM HLAhi
122145,Conventional NK
122146,CD8A+ Exhausted
122147,CD8A+ Exhausted
122148,CD8A+ Tissue-resident
122149,CD8A+ Exhausted
122150,CD8A+ Exhausted
122151,CD4+ Treg
122152,CD8A+ Exhausted
122153,CD8A+ Exhausted
122154,CD8A+ Exhausted
122155,CD8A+ Exhausted
122156,CD8A+ Exhausted
122157,CD8A+ Exhausted
122158,CD8A+ Exhausted
122159,TAM HLAhi
122160,CD8A+ Exhausted
122161,CD8A+ Exhausted
122162,CD4+ Treg
122163,CD8A+ Exhausted
122164,TAM/TCR (Ambiguos)
122165,CD8A+ Exhausted
122166,CD8A+ Exhausted
122167,CD8A+ Exhausted
122168,CD4+ Activated IEG
122169,CD8A+ Exhausted
122170,CD8A+ Exhausted
122171,TAM HLAhi
122172,CD8A+ Exhausted IEG
122173,CD8A+ Proliferating
122174,CD8A+ Exhausted
122175,CD8A+ Exhausted
122176,TAM HLAhi
122177,CD8A+ Exhausted
122178,CD8A+ Tissue-resident
122179,CD8A+ Exhausted
122180,CD8A+ Exhausted
122181,CD4+ Treg
122182,CD14+/CD16+ Monocyte
122183,CD8A+ Exhausted
122184,TAM HLAhi
122185,CD8A+ Exhausted
122186,CD8A+ Exhausted
122187,CD8A+ Proliferating
122188,CD45- Vascular Endothelium
122189,CD45- Vascular Endothelium
122190,CD8A+ Tissue-resident
122191,CD4+ Activated IEG
122192,CD4+ Effector
122193,CD45- Vascular Endothelium
122194,CD45- Vascular Endothelium
122195,CD45- Myofibroblast
122196,NK HSP+
122197,TAM HLAhi
122198,CD8A+ Tissue-resident
122199,CD4+ Effector
122200,CD45- Vascular Endothelium
122201,CD14+/CD16+ Monocyte
122202,CD4+ Activated IEG
122203,CD45- Vascular Endothelium
122204,CD45- PAX8+ renal epithelium
122205,CD4+ Activated IEG
122206,CD4+ Activated IEG
122207,CD4+ Activated IEG
122208,CD8A+ NK-like
122209,CD4+ Effector
122210,CD8A+ NK-like
122211,NK HSP+
122212,CD45- PAX8+ renal epithelium
122213,CD45- Vascular Endothelium
122214,CD8A+ Tissue-resident
122215,CD14+/CD16+ Monocyte
122216,CD45- Vascular Endothelium
122217,NK HSP+
122218,CD8A+ NK-like
122219,B cell
122220,CD45- PAX8+ renal epithelium
122221,CD4+ Effector
122222,CD4+ Effector
122223,CD8A+ NK-like
122224,CD45- ccRCC CA9+
122225,CD45- PAX8+ renal epithelium
122226,CD8A+ Tissue-resident
122227,CD4+ Activated IEG
122228,CD8A+ NK-like
122229,NK HSP+
122230,CD45- Vascular Endothelium
122231,CD14+/CD16+ Monocyte
122232,CD8A+ NK-like
122233,CD8A+ Tissue-resident
122234,CD45- Vascular Endothelium
122235,CD4+ Effector
122236,cDC2
122237,CD14+/CD16+ Monocyte
122238,CD8A+ NK-like
122239,CD8A+ Tissue-resident
122240,CD8A+ NK-like
122241,CD8A+ NK-like
122242,CD45- Vascular Endothelium
122243,CD45- PAX8+ renal epithelium
122244,CD45- PAX8+ renal epithelium
122245,CD8A+ Tissue-resident
122246,CD45- PAX8+ renal epithelium
122247,CD14+/CD16+ Monocyte
122248,CD45- PAX8+ renal epithelium
122249,B cell
122250,CD8A+ Tissue-resident
122251,CD14+/CD16+ Monocyte
122252,TAM HLAhi
122253,CD4+ Activated IEG
122254,CD45- ccRCC CA9+
122255,CD45- Vascular Endothelium
122256,CD45- Vascular Endothelium
122257,CD8A+ NK-like
122258,CD4+ Effector
122259,CD45- Vascular Endothelium
122260,CD4+ Activated IEG
122261,CD8A+ NK-like
122262,Conventional NK
122263,CD45- PAX8+ renal epithelium
122264,CD8A+ NK-like
122265,TAM HLAhi
122266,CD4+ Activated IEG
122267,CD45- PAX8+ renal epithelium
122268,cDC2
122269,CD45- Vascular Endothelium
122270,CD14+/CD16+ Monocyte
122271,CD45- Vascular Endothelium
122272,CD8A+ Tissue-resident
122273,CD45- PAX8+ renal epithelium
122274,CD45- PAX8+ renal epithelium
122275,CD8A+ Tissue-resident
122276,CD4+ Effector
122277,CD45- ccRCC CA9+
122278,pDC
122279,CD4+ Effector
122280,TAM HLAhi
122281,CD45- Vascular Endothelium
122282,CD45- Vascular Endothelium
122283,CD14+/CD16+ Monocyte
122284,CD8A+ NK-like
122285,CD45- PAX8+ renal epithelium
122286,CD8A+ Tissue-resident
122287,CD8A+ NK-like
122288,Conventional NK
122289,CD14+/CD16+ Monocyte
122290,CD4+ Activated IEG
122291,CD14+/CD16+ Monocyte
122292,CD8A+ NK-like
122293,CD45- PAX8+ renal epithelium
122294,CD45- PAX8+ renal epithelium
122295,CD45- Vascular Endothelium
122296,CD14+/CD16+ Monocyte
122297,CD8A+ Tissue-resident
122298,CD45- Vascular Endothelium
122299,NK HSP+
122300,CD45- Vascular Endothelium
122301,CD45- Vascular Endothelium
122302,CD45- ccRCC CA9+
122303,CD8A+ Tissue-resident
122304,CD45- Vascular Endothelium
122305,CD45- Vascular Endothelium
122306,CD4+ Activated IEG
122307,CD8A+ Tissue-resident
122308,CD8A+ Proliferating
122309,TAM HLAhi
122310,CD4+ Effector
122311,CD4+ Activated IEG
122312,CD45- PAX8+ renal epithelium
122313,CD45- Vascular Endothelium
122314,CD8A+ Tissue-resident
122315,CD14+/CD16+ Monocyte
122316,CD45- PAX8+ renal epithelium
122317,CD45- PAX8+ renal epithelium
122318,CD45- Vascular Endothelium
122319,CD45- PAX8+ renal epithelium
122320,CD45- PAX8+ renal epithelium
122321,CD8A+ Tissue-resident
122322,TAM HLAint
122323,Conventional NK
122324,CD8A+ NK-like
122325,CD8A+ NK-like
122326,CD45- Vascular Endothelium
122327,CD8A+ NK-like
122328,CD45- Vascular Endothelium
122329,CD8A+ NK-like
122330,CD8A+ NK-like
122331,CD45- Vascular Endothelium
122332,CD45- ccRCC CA9+
122333,CD8A+ Tissue-resident
122334,CD14+/CD16+ Monocyte
122335,CD4+ Effector
122336,CD14+/CD16+ Monocyte
122337,TAM HLAint
122338,CD45- PAX8+ renal epithelium
122339,CD45- PAX8+ renal epithelium
122340,CD8A+ NK-like
122341,CD8A+ NK-like
122342,CD8A+ NK-like
122343,CD4+ Treg
122344,CD45- PAX8+ renal epithelium
122345,CD45- Vascular Endothelium
122346,CD45- Vascular Endothelium
122347,CD8A+ Tissue-resident
122348,CD45- Vascular Endothelium
122349,CD8A+ Tissue-resident
122350,CD14+ Monocyte
122351,CD14+/CD16+ Monocyte
122352,CD8A+ Tissue-resident
122353,cDC2
122354,CD45- PAX8+ renal epithelium
122355,CD8A+ Tissue-resident
122356,CD8A+ NK-like
122357,CD8A+ NK-like
122358,CD8A+ Tissue-resident
122359,CD4+ Activated IEG
122360,CD8A+ Tissue-resident
122361,CD45- Vascular Endothelium
122362,CD4+ Effector
122363,CD4+ Activated IEG
122364,CD4+ Naive
122365,CD45- Vascular Endothelium
122366,CD45- Vascular Endothelium
122367,NK HSP+
122368,NK HSP+
122369,CD8A+ NK-like
122370,CD8A+ Tissue-resident
122371,TAM HLAint
122372,CD45- PAX8+ renal epithelium
122373,CD14+/CD16+ Monocyte
122374,B cell
122375,CD14+/CD16+ Monocyte
122376,CD45- Vascular Endothelium
122377,CD45- Vascular Endothelium
122378,CD45- Vascular Endothelium
122379,NK HSP+
122380,CD4+ Effector
122381,CD8A+ NK-like
122382,CD8A+ NK-like
122383,CD8A+ Tissue-resident
122384,CD8A+ Tissue-resident
122385,TAM HLAhi
122386,CD4+ Effector
122387,CD8A+ Tissue-resident
122388,CD45- PAX8+ renal epithelium
122389,CD45- Vascular Endothelium
122390,CD8A+ Tissue-resident
122391,NK HSP+
122392,CD8A+ Tissue-resident
122393,CD45- Vascular Endothelium
122394,CD45- Vascular Endothelium
122395,Conventional NK
122396,CD14+/CD16+ Monocyte
122397,CD14+ Monocyte
122398,NK HSP+
122399,CD45- Vascular Endothelium
122400,CD8A+ NK-like
122401,cDC2
122402,CD45- Vascular Endothelium
122403,CD14+/CD16+ Monocyte
122404,CD4+ Naive
122405,CD4+ Activated IEG
122406,CD4+ Activated IEG
122407,CD14+/CD16+ Monocyte
122408,TAM HLAint
122409,CD8A+ Exhausted
122410,cDC2
122411,NK HSP+
122412,CD8A+ Tissue-resident
122413,CD8A+ NK-like
122414,NK HSP+
122415,CD8A+ Tissue-resident
122416,CD45- Vascular Endothelium
122417,CD8A+ Tissue-resident
122418,CD4+ Activated IEG
122419,CD8A+ Tissue-resident
122420,CD45- Vascular Endothelium
122421,TAM HLAhi
122422,CD14+/CD16+ Monocyte
122423,TAM/TCR (Ambiguos)
122424,CD45- Vascular Endothelium
122425,TAM HLAhi
122426,B cell
122427,CD8A+ Tissue-resident
122428,B cell
122429,CD45- Vascular Endothelium
122430,Conventional NK
122431,CD8A+ NK-like
122432,CD45- PAX8+ renal epithelium
122433,CD45- PAX8+ renal epithelium
122434,CD8A+ Tissue-resident
122435,CD45- Vascular Endothelium
122436,CD8A+ Tissue-resident
122437,CD4+ Effector
122438,TAM/TCR (Ambiguos)
122439,CD14+/CD16+ Monocyte
122440,CD8A+ NK-like
122441,CD4+ Activated IEG
122442,CD45- PAX8+ renal epithelium
122443,CD8A+ Tissue-resident
122444,NK HSP+
122445,TAM HLAint
122446,CD8A+ Exhausted
122447,CD4+ Activated IEG
122448,CD45- PAX8+ renal epithelium
122449,CD45- ccRCC CA9+
122450,CD14+/CD16+ Monocyte
122451,CD4+ Activated IEG
122452,CD14+/CD16+ Monocyte
122453,CD45- Vascular Endothelium
122454,CD14+/CD16+ Monocyte
122455,CD8A+ Tissue-resident
122456,CD14+/CD16+ Monocyte
122457,CD8A+ Tissue-resident
122458,TAM HLAint
122459,CD45- Vascular Endothelium
122460,CD45- Vascular Endothelium
122461,CD45- Vascular Endothelium
122462,B cell
122463,CD45- Vascular Endothelium
122464,CD45- Vascular Endothelium
122465,CD8A+ Tissue-resident
122466,CD4+ Activated IEG
122467,CD45- Vascular Endothelium
122468,CD8A+ NK-like
122469,CD8A+ Tissue-resident
122470,CD4+ Naive
122471,NK HSP+
122472,CD45- Vascular Endothelium
122473,CD8A+ Tissue-resident
122474,CD8A+ NK-like
122475,CD8A+ Tissue-resident
122476,CD8A+ NK-like
122477,CD45- Vascular Endothelium
122478,CD8A+ NK-like
122479,CD45- ccRCC CA9+
122480,CD45- Vascular Endothelium
122481,CD8A+ Tissue-resident
122482,CD4+ Naive
122483,CD14+/CD16+ Monocyte
122484,CD8A+ NK-like
122485,CD8A+ Tissue-resident
122486,CD8A+ Tissue-resident
122487,CD45- Vascular Endothelium
122488,CD8A+ NK-like
122489,B cell
122490,B cell
122491,CD8A+ Tissue-resident
122492,B cell
122493,CD8A+ Tissue-resident
122494,CD8A+ NK-like
122495,CD45- Vascular Endothelium
122496,CD8A+ Tissue-resident
122497,NK HSP+
122498,CD8A+ Tissue-resident
122499,CD4+ Activated IEG
122500,CD45- Vascular Endothelium
122501,CD45- Vascular Endothelium
122502,CD8A+ Tissue-resident
122503,CD45- Vascular Endothelium
122504,B cell
122505,CD45- ccRCC CA9+
122506,CD4+ Treg
122507,CD45- PAX8+ renal epithelium
122508,CD8A+ NK-like
122509,CD8A+ Tissue-resident
122510,CD45- PAX8+ renal epithelium
122511,CD45- Vascular Endothelium
122512,CD8A+ Tissue-resident
122513,CD8A+ NK-like
122514,CD8A+ NK-like
122515,CD8A+ Exhausted
122516,CD8A+ Tissue-resident
122517,CD45- Vascular Endothelium
122518,CD45- PAX8+ renal epithelium
122519,CD45- Vascular Endothelium
122520,CD45- PAX8+ renal epithelium
122521,CD14+/CD16+ Monocyte
122522,CD14+/CD16+ Monocyte
122523,CD45- Vascular Endothelium
122524,CD4+ Activated IEG
122525,CD45- Vascular Endothelium
122526,CD45- Vascular Endothelium
122527,CD8A+ NK-like
122528,CD45- PAX8+ renal epithelium
122529,NK HSP+
122530,CD8A+ NK-like
122531,CD8A+ Exhausted
122532,CD8A+ NK-like
122533,B cell
122534,CD8A+ Tissue-resident
122535,CD45- Vascular Endothelium
122536,Conventional NK
122537,CD45- PAX8+ renal epithelium
122538,CD8A+ Tissue-resident
122539,CD4+ Activated IEG
122540,CD45- PAX8+ renal epithelium
122541,CD45- Vascular Endothelium
122542,CD8A+ NK-like
122543,CD8A+ NK-like
122544,NK HSP+
122545,CD45- Vascular Endothelium
122546,CD8A+ NK-like
122547,CD8A+ Tissue-resident
122548,CD8A+ Tissue-resident
122549,CD45- PAX8+ renal epithelium
122550,CD45- PAX8+ renal epithelium
122551,B cell
122552,CD4+ Activated IEG
122553,CD8A+ Tissue-resident
122554,CD8A+ Exhausted
122555,CD14+/CD16+ Monocyte
122556,CD45- PAX8+ renal epithelium
122557,CD14+/CD16+ Monocyte
122558,TAM HLAint
122559,NK HSP+
122560,cDC2
122561,NK HSP+
122562,CD45- Vascular Endothelium
122563,CD45- PAX8+ renal epithelium
122564,CD4+ Effector
122565,CD45- Vascular Endothelium
122566,CD45- PAX8+ renal epithelium
122567,CD45- Vascular Endothelium
122568,CD14+/CD16+ Monocyte
122569,CD45- PAX8+ renal epithelium
122570,CD45- Vascular Endothelium
122571,CD4+ Activated IEG
122572,CD8A+ Tissue-resident
122573,CD45- PAX8+ renal epithelium
122574,CD14+/CD16+ Monocyte
122575,CD45- PAX8+ renal epithelium
122576,NK HSP+
122577,CD4+ Activated IEG
122578,CD14+/CD16+ Monocyte
122579,CD45- PAX8+ renal epithelium
122580,CD8A+ Tissue-resident
122581,CD8A+ Tissue-resident
122582,cDC2
122583,NK HSP+
122584,CD8A+ Tissue-resident
122585,CD8A+ Tissue-resident
122586,TAM HLAint
122587,TAM HLAint
122588,CD45- Vascular Endothelium
122589,CD45- Vascular Endothelium
122590,CD4+ Effector
122591,TAM HLAint
122592,CD45- Vascular Endothelium
122593,CD45- PAX8+ renal epithelium
122594,NK HSP+
122595,B cell
122596,CD4+ Activated IEG
122597,CD45- Vascular Endothelium
122598,CD45- PAX8+ renal epithelium
122599,CD45- Vascular Endothelium
122600,CD8A+ NK-like
122601,CD45- PAX8+ renal epithelium
122602,NK HSP+
122603,CD4+ Activated IEG
122604,CD8A+ Tissue-resident
122605,CD4+ Activated IEG
122606,CD4+ Effector
122607,NK HSP+
122608,TAM ISGint
122609,CD4+ Activated IEG
122610,CD4+ Activated IEG
122611,CD8A+ Tissue-resident
122612,B cell
122613,CD45- PAX8+ renal epithelium
122614,CD45- Vascular Endothelium
122615,NK HSP+
122616,CD8A+ Tissue-resident
122617,CD4+ Activated IEG
122618,CD45- Vascular Endothelium
122619,CD45- Vascular Endothelium
122620,NK HSP+
122621,CD45- PAX8+ renal epithelium
122622,CD4+ Naive
122623,CD8A+ NK-like
122624,NK HSP+
122625,CD8A+ Tissue-resident
122626,CD45- Vascular Endothelium
122627,CD8A+ Tissue-resident
122628,CD8A+ Tissue-resident
122629,CD45- Vascular Endothelium
122630,B cell
122631,CD14+/CD16+ Monocyte
122632,CD45- Vascular Endothelium
122633,NK HSP+
122634,TAM HLAint
122635,TAM HLAhi
122636,CD8A+ Tissue-resident
122637,TAM HLAhi
122638,CD8A+ NK-like
122639,CD8A+ Tissue-resident
122640,CD45- Vascular Endothelium
122641,CD8A+ NK-like
122642,CD45- Vascular Endothelium
122643,CD45- PAX8+ renal epithelium
122644,CD4+ Effector
122645,CD8A+ Tissue-resident
122646,CD14+/CD16+ Monocyte
122647,Conventional NK
122648,B cell
122649,CD8A+ Tissue-resident
122650,CD8A+ NK-like
122651,TAM HLAhi
122652,CD8A+ Tissue-resident
122653,B cell
122654,CD8A+ NK-like
122655,CD4+ Activated IEG
122656,CD8A+ NK-like
122657,CD45- Vascular Endothelium
122658,CD8A+ NK-like
122659,CD45- Vascular Endothelium
122660,CD8A+ NK-like
122661,CD45- Vascular Endothelium
122662,CD45- PAX8+ renal epithelium
122663,CD14+/CD16+ Monocyte
122664,CD45- Vascular Endothelium
122665,B cell
122666,CD8A+ Tissue-resident
122667,NK HSP+
122668,CD14+/CD16+ Monocyte
122669,CD8A+ NK-like
122670,CD45- Vascular Endothelium
122671,CD8A+ Tissue-resident
122672,CD4+ Effector
122673,Conventional NK
122674,CD8A+ Tissue-resident
122675,CD45- Vascular Endothelium
122676,CD45- Vascular Endothelium
122677,CD8A+ Tissue-resident
122678,CD45- PAX8+ renal epithelium
122679,CD8A+ Tissue-resident
122680,CD8A+ NK-like
122681,NK HSP+
122682,CD4+ Effector
122683,CD8A+ Tissue-resident
122684,CD45- Vascular Endothelium
122685,CD8A+ NK-like
122686,CD8A+ Tissue-resident
122687,CD8A+ Tissue-resident
122688,CD45- Vascular Endothelium
122689,CD4+ Activated IEG
122690,CD45- Vascular Endothelium
122691,CD8A+ Exhausted
122692,CD8A+ NK-like
122693,B cell
122694,CD14+/CD16+ Monocyte
122695,Conventional NK
122696,CD14+/CD16+ Monocyte
122697,CD45- Vascular Endothelium
122698,CD14+/CD16+ Monocyte
122699,CD45- PAX8+ renal epithelium
122700,CD8A+ Tissue-resident
122701,CD45- PAX8+ renal epithelium
122702,CD45- Vascular Endothelium
122703,CD45- Vascular Endothelium
122704,CD45- Vascular Endothelium
122705,CD8A+ Tissue-resident
122706,CD8A+ NK-like
122707,CD45- PAX8+ renal epithelium
122708,CD4+ Effector
122709,CD4+ Effector
122710,CD4+ Activated IEG
122711,CD4+ Effector
122712,CD8A+ NK-like
122713,B cell
122714,CD45- Vascular Endothelium
122715,CD45- Vascular Endothelium
122716,CD4+ Activated IEG
122717,CD45- Vascular Endothelium
122718,CD45- Vascular Endothelium
122719,CD45- Vascular Endothelium
122720,CD8A+ Exhausted
122721,CD45- PAX8+ renal epithelium
122722,CD8A+ Tissue-resident
122723,CD4+ Activated IEG
122724,CD45- PAX8+ renal epithelium
122725,CD45- PAX8+ renal epithelium
122726,CD45- PAX8+ renal epithelium
122727,CD8A+ Tissue-resident
122728,TAM HLAint
122729,CD14+ Monocyte
122730,TAM HLAint
122731,CD45- Vascular Endothelium
122732,CD45- Vascular Endothelium
122733,CD14+/CD16+ Monocyte
122734,NK HSP+
122735,TAM ISGint
122736,CD8A+ NK-like
122737,CD45- PAX8+ renal epithelium
122738,CD45- PAX8+ renal epithelium
122739,CD45- PAX8+ renal epithelium
122740,CD4+ Activated IEG
122741,CD45- Vascular Endothelium
122742,CD8A+ NK-like
122743,CD4+ Activated IEG
122744,CD8A+ Tissue-resident
122745,NK HSP+
122746,CD8A+ NK-like
122747,CD4+ Activated IEG
122748,CD45- PAX8+ renal epithelium
122749,CD4+ Naive
122750,CD45- Vascular Endothelium
122751,Conventional NK
122752,CD4+ Activated IEG
122753,CD8A+ NK-like
122754,CD8A+ Exhausted
122755,CD45- PAX8+ renal epithelium
122756,CD8A+ NK-like
122757,CD8A+ Tissue-resident
122758,CD4+ Activated IEG
122759,CD4+ Activated IEG
122760,CD14+/CD16+ Monocyte
122761,NK HSP+
122762,CD4+ Activated IEG
122763,CD45- Vascular Endothelium
122764,CD4+ Activated IEG
122765,TAM HLAint
122766,CD45- Vascular Endothelium
122767,NK HSP+
122768,CD14+/CD16+ Monocyte
122769,CD8A+ Tissue-resident
122770,CD45- PAX8+ renal epithelium
122771,CD14+/CD16+ Monocyte
122772,CD8A+ NK-like
122773,CD14+ Monocyte
122774,CD45- Vascular Endothelium
122775,CD45- Vascular Endothelium
122776,CD45- PAX8+ renal epithelium
122777,CD14+/CD16+ Monocyte
122778,CD8A+ Exhausted
122779,CD45- Vascular Endothelium
122780,CD4+ Activated IEG
122781,NK HSP+
122782,CD45- Vascular Endothelium
122783,cDC2
122784,CD8A+ Tissue-resident
122785,CD8A+ Tissue-resident
122786,CD45- Vascular Endothelium
122787,CD45- Vascular Endothelium
122788,CD45- Vascular Endothelium
122789,CD8A+ NK-like
122790,CD8A+ NK-like
122791,CD14+/CD16+ Monocyte
122792,B cell
122793,CD45- Vascular Endothelium
122794,CD45- PAX8+ renal epithelium
122795,cDC2
122796,TAM HLAint
122797,CD45- ccRCC CA9+
122798,CD45- PAX8+ renal epithelium
122799,CD8A+ Tissue-resident
122800,CD8A+ Tissue-resident
122801,CD8A+ NK-like
122802,CD45- Vascular Endothelium
122803,CD4+ Activated IEG
122804,CD14+/CD16+ Monocyte
122805,B cell
122806,CD45- PAX8+ renal epithelium
122807,CD45- Vascular Endothelium
122808,CD45- PAX8+ renal epithelium
122809,B cell
122810,CD14+/CD16+ Monocyte
122811,CD8A+ Tissue-resident
122812,NK HSP+
122813,CD45- Vascular Endothelium
122814,CD8A+ Tissue-resident
122815,CD45- PAX8+ renal epithelium
122816,CD45- Vascular Endothelium
122817,CD14+/CD16+ Monocyte
122818,CD45- PAX8+ renal epithelium
122819,CD8A+ NK-like
122820,NK HSP+
122821,CD8A+ Tissue-resident
122822,CD8A+ NK-like
122823,TAM HLAint
122824,CD14+/CD16+ Monocyte
122825,CD8A+ NK-like
122826,Conventional NK
122827,CD45- Vascular Endothelium
122828,CD45- ccRCC CA9+
122829,B cell
122830,CD45- PAX8+ renal epithelium
122831,CD4+ Effector
122832,NK HSP+
122833,CD8A+ Tissue-resident
122834,CD45- Vascular Endothelium
122835,CD45- Vascular Endothelium
122836,CD45- Vascular Endothelium
122837,TAM HLAint
122838,NK HSP+
122839,CD45- Vascular Endothelium
122840,NK HSP+
122841,CD45- Vascular Endothelium
122842,CD4+ Activated IEG
122843,CD8A+ Tissue-resident
122844,CD14+/CD16+ Monocyte
122845,CD45- Vascular Endothelium
122846,NK HSP+
122847,Conventional NK
122848,TAM HLAhi
122849,CD8A+ Tissue-resident
122850,CD8A+ NK-like
122851,CD8A+ Exhausted
122852,CD4+ Treg
122853,NK HSP+
122854,CD8A+ Exhausted
122855,CD45- Vascular Endothelium
122856,CD14+/CD16+ Monocyte
122857,NK HSP+
122858,CD4+ Activated IEG
122859,NK HSP+
122860,CD45- PAX8+ renal epithelium
122861,CD45- Vascular Endothelium
122862,CD4+ Activated IEG
122863,CD45- PAX8+ renal epithelium
122864,CD8A+ Tissue-resident
122865,CD45- Vascular Endothelium
122866,CD4+ Activated IEG
122867,CD45- Vascular Endothelium
122868,CD45- Vascular Endothelium
122869,CD8A+ Tissue-resident
122870,CD4+ Activated IEG
122871,CD45- Vascular Endothelium
122872,CD8A+ Tissue-resident
122873,Conventional NK
122874,CD45- Vascular Endothelium
122875,CD4+ Treg
122876,CD14+/CD16+ Monocyte
122877,CD45- PAX8+ renal epithelium
122878,CD45- PAX8+ renal epithelium
122879,CD8A+ Tissue-resident
122880,cDC2
122881,CD14+/CD16+ Monocyte
122882,TAM HLAint
122883,CD14+/CD16+ Monocyte
122884,CD4+ Effector
122885,Conventional NK
122886,CD8A+ NK-like
122887,CD45- PAX8+ renal epithelium
122888,CD14+/CD16+ Monocyte
122889,CD8A+ Tissue-resident
122890,CD45- PAX8+ renal epithelium
122891,CD4+ Activated IEG
122892,NK HSP+
122893,CD14+/CD16+ Monocyte
122894,CD45- Vascular Endothelium
122895,CD8A+ NK-like
122896,CD4+ Treg
122897,CD8A+ Tissue-resident
122898,CD8A+ Tissue-resident
122899,CD45- Vascular Endothelium
122900,NK HSP+
122901,CD8A+ Tissue-resident
122902,CD45- Vascular Endothelium
122903,CD45- Vascular Endothelium
122904,CD14+/CD16+ Monocyte
122905,CD14+/CD16+ Monocyte
122906,CD8A+ Exhausted
122907,CD4+ Activated IEG
122908,CD45- PAX8+ renal epithelium
122909,CD45- Vascular Endothelium
122910,CD8A+ Tissue-resident
122911,CD45- Vascular Endothelium
122912,CD8A+ Tissue-resident
122913,CD8A+ NK-like
122914,CD8A+ NK-like
122915,CD45- Vascular Endothelium
122916,B cell
122917,CD45- PAX8+ renal epithelium
122918,CD4+ Activated IEG
122919,CD45- PAX8+ renal epithelium
122920,CD8A+ Tissue-resident
122921,CD45- Vascular Endothelium
122922,TAM HLAhi
122923,CD8A+ NK-like
122924,CD8A+ Tissue-resident
122925,CD45- Vascular Endothelium
122926,NK HSP+
122927,CD8A+ Tissue-resident
122928,TAM HLAint
122929,CD45- Vascular Endothelium
122930,CD4+ Activated IEG
122931,TAM HLAhi
122932,CD4+ Activated IEG
122933,TAM/TCR (Ambiguos)
122934,CD4+ Effector
122935,CD45- Vascular Endothelium
122936,CD8A+ NK-like
122937,CD4+ Treg
122938,CD45- PAX8+ renal epithelium
122939,CD14+/CD16+ Monocyte
122940,CD8A+ Tissue-resident
122941,B cell
122942,CD4+ Treg
122943,CD45- PAX8+ renal epithelium
122944,CD8A+ NK-like
122945,CD8A+ Tissue-resident
122946,CD8A+ Tissue-resident
122947,CD4+ Activated IEG
122948,CD14+/CD16+ Monocyte
122949,CD4+ Effector
122950,CD45- PAX8+ renal epithelium
122951,TAM HLAhi
122952,CD45- Vascular Endothelium
122953,CD4+ Activated IEG
122954,CD45- PAX8+ renal epithelium
122955,CD45- Vascular Endothelium
122956,CD8A+ Tissue-resident
122957,CD8A+ Tissue-resident
122958,CD45- Vascular Endothelium
122959,CD4+ Treg
122960,CD8A+ Tissue-resident
122961,CD45- Vascular Endothelium
122962,CD45- Vascular Endothelium
122963,CD8A+ Tissue-resident
122964,CD8A+ Tissue-resident
122965,CD45- PAX8+ renal epithelium
122966,CD45- Vascular Endothelium
122967,B cell
122968,CD45- Vascular Endothelium
122969,NK HSP+
122970,CD45- Vascular Endothelium
122971,B cell
122972,CD45- PAX8+ renal epithelium
122973,B cell
122974,B cell
122975,CD45- Vascular Endothelium
122976,CD45- PAX8+ renal epithelium
122977,CD45- Vascular Endothelium
122978,CD4+ Activated IEG
122979,CD8A+ NK-like
122980,CD45- PAX8+ renal epithelium
122981,CD8A+ Tissue-resident
122982,B cell
122983,CD8A+ Tissue-resident
122984,CD45- Vascular Endothelium
122985,CD45- PAX8+ renal epithelium
122986,CD45- PAX8+ renal epithelium
122987,CD45- Vascular Endothelium
122988,CD8A+ NK-like
122989,CD45- Vascular Endothelium
122990,CD45- PAX8+ renal epithelium
122991,CD8A+ Tissue-resident
122992,CD8A+ Tissue-resident
122993,TAM/TCR (Ambiguos)
122994,CD45- PAX8+ renal epithelium
122995,CD45- Vascular Endothelium
122996,NK HSP+
122997,CD14+/CD16+ Monocyte
122998,CD8A+ NK-like
122999,CD8A+ NK-like
123000,CD45- Vascular Endothelium
